,Period,Year,Month,Location,Gender,Marital-status,Age-group,Occupation,Income-Level," Personal-Hygiene (eg Soap, toothpaste)",Cleaning-products ,"Fresh-groceries (Fruits, vegetables)",Medicines-Natural-remedies,Alcohol-beverages,Skin-care (eg. Body lotion),Hair-care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime-Data-bundles
5139,20/12/2020,2020,12,N8,Female,Divorced/Separated/Widowed,Gen X,Salaried employee,High Income,Same,Same,Same,More,More,More,Same,More,More,Same,More
5140,20/12/2020,2020,12,N2,Male,Dating,Millennials,Salaried employee,Low Income,More,Same,More,More,Same,More,Same,Same,Same,More,Same
5141,20/12/2020,2020,12,N27,Male,Dating,Millennials,Salaried employee,Low Income,More,Same,Same,Same,Same,More,Same,Less,Same,Same,Same
5142,20/12/2020,2020,12,N2,Male,Married,Millennials,Self employed/Contractor,Low Income,More,Same,More,Same,More,More,More,More,Same,More,Same
5143,20/12/2020,2020,12,N8,Female,Dating,Gen Z,Student,Low Income,Same,Same,Same,More,Same,More,Same,More,Same,More,More
5144,20/12/2020,2020,12,N27,Male,Dating,Millennials,Salaried employee,Low Income,More,Same,Same,Same,Same,Same,More,Same,Same,More,Same
5145,20/12/2020,2020,12,N2,Female,Married,Millennials,Unemployed,Middle Income,More,Same,More,More,Same,Not sure,More,Same,Not sure,More,More
5146,20/12/2020,2020,12,N28,Male,Married,Baby Boomers,Business owner,Middle Income,More,More,More,More,Less,Same,Same,Same,Same,Same,Same
5147,20/12/2020,2020,12,N25,Female,Single,Millennials,Business owner,Low Income,Same,Same,Same,Not sure,Not sure,Same,Same,Not sure,Same,Same,Same
5148,20/12/2020,2020,12,N28,Female,Cohabiting,Millennials,Self employed/Contractor,Middle Income,Same,More,Same,More,Less,Same,Same,Same,Same,Same,Same
5149,20/12/2020,2020,12,N28,Male,Divorced/Separated/Widowed,Baby Boomers,Business owner,Middle Income,More,More,Same,More,Less,Same,Same,Same,Same,Same,Same
5150,20/12/2020,2020,12,N2,Female,Married,Millennials,Unemployed,Low Income,More,Same,More,More,Same,Same,More,More,More,Same,More
5151,20/12/2020,2020,12,N40,Male,Dating,Gen X,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5152,20/12/2020,2020,12,N40,Female,Married,Gen X,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5153,20/12/2020,2020,12,N40,Female,Married,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5154,20/12/2020,2020,12,N28,Female,Single,Millennials,Unemployed,Low Income,More,More,More,More,More,Same,Same,Same,Same,Same,Same
5155,20/12/2020,2020,12,N40,Male,Divorced/Separated/Widowed,Gen X,Unemployed,Middle Income,Same,Same,Same,Same,Same,Less,Same,Less,Less,Same,Less
5156,20/12/2020,2020,12,N40,Male,Married,Millennials,Business owner,Middle Income,More,Same,Same,Same,Same,More,Same,More,More,Same,More
5157,20/12/2020,2020,12,N28,Female,Married,Millennials,Salaried employee,Middle Income,More,More,Same,Same,Same,Same,Same,Less,Same,Less,Less
5158,20/12/2020,2020,12,N40,Female,Married,Millennials,Salaried employee,Middle Income,Same,More,Less,More,Less,Same,More,Same,Same,More,Same
5159,20/12/2020,2020,12,N40,Male,Married,Millennials,Salaried employee,Middle Income,More,More,More,More,More,More,More,More,More,More,More
5160,20/12/2020,2020,12,N2,Male,Dating,Millennials,Salaried employee,Low Income,More,Same,More,Same,More,Same,More,Same,More,Same,More
5161,20/12/2020,2020,12,N28,Male,Married,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5162,20/12/2020,2020,12,N40,Female,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5163,20/12/2020,2020,12,N2,Male,Dating,Millennials,Salaried employee,Middle Income,More,Same,Same,Same,More,More,Same,More,More,Same,Same
5164,20/12/2020,2020,12,N28,Male,Divorced/Separated/Widowed,Gen X,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5165,20/12/2020,2020,12,N40,Male,Married,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5166,20/12/2020,2020,12,N40,Female,Married,Millennials,Salaried employee,Low Income,More,More,More,More,More,More,More,More,More,More,More
5167,20/12/2020,2020,12,N43,Male,Single,Gen Z,Student,Low Income,More,More,More,More,More,More,Less,Less,Less,Less,Less
5168,20/12/2020,2020,12,N8,Female,Divorced/Separated/Widowed,Baby Boomers,Unemployed,Low Income,Same,More,More,Same,More,Same,Same,More,Same,More,Same
5169,20/12/2020,2020,12,N2,Male,Married,Millennials,Salaried employee,Middle Income,More,Same,More,More,Same,More,Same,More,Same,More,More
5170,20/12/2020,2020,12,N28,Male,Married,Millennials,Business owner,Middle Income,Same,Same,Same,Same,More,More,Same,Same,Same,Same,Same
5171,20/12/2020,2020,12,N2,Male,Married,Millennials,Salaried employee,Low Income,More,Same,Same,Same,More,Same,More,Same,Same,Same,More
5172,20/12/2020,2020,12,N4,Female,Dating,Millennials,Salaried employee,High Income,More,Same,More,Same,More,Same,More,More,More,More,More
5173,20/12/2020,2020,12,N2,Female,Single,Gen Z,Student,Middle Income,Same,More,More,Same,Same,More,More,Same,Same,Same,Same
5174,20/12/2020,2020,12,N25,Female,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Not sure,Not sure,Same,Same,Not sure,Same,Same,Same
5175,20/12/2020,2020,12,N25,Female,Single,Millennials,Salaried employee,Low Income,Same,Same,Less,Not sure,Not sure,Same,Same,Not sure,Same,Same,Same
5176,20/12/2020,2020,12,N28,Male,Divorced/Separated/Widowed,Gen X,Business owner,Middle Income,Same,Same,Same,More,Same,Same,Same,Same,Less,Less,Less
5177,20/12/2020,2020,12,N25,Male,Dating,Millennials,Salaried employee,Middle Income,Same,Same,More,Not sure,Not sure,Same,Not sure,Not sure,Same,Less,Same
5178,20/12/2020,2020,12,N28,Female,Married,Gen X,Business owner,Middle Income,Same,More,More,More,Same,Same,Same,Same,Same,Same,Same
5179,20/12/2020,2020,12,N28,Female,Single,Millennials,Student,Low Income,Same,More,Same,More,Less,Same,Same,Same,Less,Less,Less
5180,20/12/2020,2020,12,N47,Male,Married,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Not sure,Less,Same,Same,Less,Less,Less,Less
5181,20/12/2020,2020,12,N28,Male,Married,Gen X,Salaried employee,Middle Income,More,More,More,More,More,More,More,More,More,More,More
5182,20/12/2020,2020,12,N13,Male,Married,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5183,20/12/2020,2020,12,N28,Female,Single,Millennials,Self employed/Contractor,Middle Income,More,More,Same,More,More,Same,Same,Same,Same,Same,Same
5184,20/12/2020,2020,12,N13,Female,Single,Gen Z,Student,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
5185,20/12/2020,2020,12,N43,Male,Married,Gen X,Salaried employee,Low Income,Same,Same,Same,Same,Not sure,Not sure,Not sure,Not sure,Less,Same,Same
5186,20/12/2020,2020,12,N13,Female,Single,Gen Z,Student,Middle Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
5187,20/12/2020,2020,12,N6,Male,Married,Gen X,Self employed/Contractor,Middle Income,More,More,More,Same,Less,Same,Same,Same,Same,Same,More
5188,20/12/2020,2020,12,N6,Female,Single,Gen Z,Student,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,More
5189,20/12/2020,2020,12,N27,Female,Dating,Millennials,Student,Low Income,More,Same,Same,More,Less,Same,More,Same,More,Same,Same
5190,20/12/2020,2020,12,N27,Male,Single,Gen Z,Salaried employee,Middle Income,More,Less,More,Same,Same,Less,Same,More,More,Same,More
5191,20/12/2020,2020,12,N48,Male,Dating,Millennials,Salaried employee,Low Income,More,Same,Same,Same,More,Same,Same,More,More,More,Same
5192,20/12/2020,2020,12,N48,Female,Married,Millennials,Salaried employee,Middle Income,More,Same,Same,Same,More,Same,More,Less,More,Same,Same
5193,20/12/2020,2020,12,N48,Male,Dating,Millennials,Business owner,Middle Income,Same,More,More,Same,Less,Same,More,Less,More,Same,More
5194,20/12/2020,2020,12,N48,Male,Dating,Millennials,Salaried employee,Middle Income,More,Same,Same,Less,More,Same,Same,Less,Same,More,Same
5195,20/12/2020,2020,12,N48,Female,Dating,Gen Z,Student,Middle Income,More,Less,Same,More,Less,More,Same,Less,More,Same,More
5196,20/12/2020,2020,12,N48,Male,Dating,Millennials,Salaried employee,Middle Income,More,Less,Same,More,Not sure,Same,Not sure,Same,Same,More,Same
5197,20/12/2020,2020,12,N48,Female,Dating,Millennials,Salaried employee,Middle Income,Same,Less,More,Not sure,Not sure,Same,More,Same,Same,More,More
5198,20/12/2020,2020,12,N48,Male,Dating,Gen Z,Salaried employee,Low Income,More,Same,Same,More,More,Less,Same,More,More,Same,More
5199,20/12/2020,2020,12,N48,Female,Dating,Millennials,Salaried employee,Middle Income,More,Less,More,More,Same,More,Same,More,More,More,More
5200,20/12/2020,2020,12,N48,Male,Single,Millennials,Salaried employee,Middle Income,More,Same,More,Same,More,Same,More,Not sure,Not sure,More,More
5201,20/12/2020,2020,12,N48,Male,Married,Gen X,Self employed/Contractor,Low Income,More,Same,More,Same,More,Same,More,Same,Same,More,More
5202,20/12/2020,2020,12,N48,Female,Single,Millennials,Salaried employee,Middle Income,More,Same,Same,Same,More,Same,Same,Same,Same,More,More
5203,20/12/2020,2020,12,N48,Female,Divorced/Separated/Widowed,Millennials,Salaried employee,Low Income,More,Less,More,Not sure,Not sure,Same,Less,Same,Same,Same,Same
5204,20/12/2020,2020,12,N48,Female,Dating,Gen X,Salaried employee,Low Income,More,Same,Same,Same,Same,More,Same,Same,Same,More,More
5205,20/12/2020,2020,12,N48,Male,Dating,Millennials,Business owner,Middle Income,More,Same,Same,Same,Not sure,Same,More,Same,More,More,More
5206,20/12/2020,2020,12,N48,Male,Dating,Millennials,Salaried employee,Middle Income,More,Same,Same,Same,Same,More,Same,Less,More,Same,More
5207,20/12/2020,2020,12,N13,Male,Single,Millennials,Student,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
5208,20/12/2020,2020,12,N25,Male,Married,Baby Boomers,Self employed/Contractor,Middle Income,Same,Same,Same,Not sure,Not sure,Same,Less,Not sure,Less,Less,Same
5209,20/12/2020,2020,12,N25,Male,Married,Gen X,Salaried employee,Middle Income,Same,Same,Less,Not sure,Not sure,Same,Same,Not sure,Less,Same,More
5210,20/12/2020,2020,12,N13,Male,Single,Gen Z,Student,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5211,20/12/2020,2020,12,N6,Female,Single,Millennials,Student,Low Income,More,More,More,More,Less,Same,Less,Less,Same,Same,More
5212,20/12/2020,2020,12,N13,Male,Married,Millennials,Unemployed,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5213,20/12/2020,2020,12,N5,Male,Married,Millennials,Self employed/Contractor,Middle Income,Same,More,More,More,More,Same,More,Same,Same,More,Same
5214,20/12/2020,2020,12,N6,Male,Married,Gen X,Salaried employee,Low Income,More,More,Same,Less,Less,Less,Less,Less,Same,Same,More
5215,20/12/2020,2020,12,N5,Female,Married,Gen X,Salaried employee,Middle Income,Same,More,More,More,More,Same,More,Same,Same,More,Same
5216,20/12/2020,2020,12,N6,Male,Married,Baby Boomers,Salaried employee,Low Income,More,More,Same,Less,Less,Same,Less,Less,Less,Less,More
5217,20/12/2020,2020,12,N5,Male,Married,Gen X,Salaried employee,Middle Income,Same,More,More,More,More,Same,More,Same,Same,More,More
5218,20/12/2020,2020,12,N6,Female,Single,Millennials,Salaried employee,Low Income,More,More,More,Same,Less,Same,Less,Less,Less,Less,Same
5219,20/12/2020,2020,12,N5,Female,Married,Millennials,Salaried employee,Middle Income,Same,More,More,More,More,Same,More,Same,Same,More,Same
5220,20/12/2020,2020,12,N25,Female,Married,Millennials,Salaried employee,Middle Income,More,More,More,Not sure,Not sure,Same,Same,Not sure,Same,Same,More
5221,20/12/2020,2020,12,N21,Male,Married,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,More,Same,Same,Same,Same,Same,More,More
5222,20/12/2020,2020,12,N5,Female,Married,Gen X,Business owner,Middle Income,Same,More,More,More,More,Same,More,Same,Same,More,Same
5223,20/12/2020,2020,12,N25,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Less,Not sure,Same,Same,Not sure,Less,Less,More
5224,20/12/2020,2020,12,N6,Female,Married,Baby Boomers,Salaried employee,Middle Income,More,More,More,More,More,More,More,More,More,More,More
5225,20/12/2020,2020,12,N21,Female,Dating,Millennials,Business owner,High Income,Same,Same,Less,More,Same,More,Same,More,Same,More,More
5226,20/12/2020,2020,12,N13,Female,Single,Gen Z,Unemployed,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5227,20/12/2020,2020,12,N21,Female,Dating,Millennials,Self employed/Contractor,Middle Income,Same,Not sure,More,More,More,Same,More,More,Not sure,Same,More
5228,20/12/2020,2020,12,N5,Female,Married,Millennials,Student,Middle Income,Same,More,More,More,More,Same,More,Same,Same,More,Same
5229,20/12/2020,2020,12,N21,Male,Married,Gen X,Salaried employee,Middle Income,Same,More,More,More,More,More,Same,More,Same,Same,More
5230,20/12/2020,2020,12,N21,Female,Married,Millennials,Salaried employee,High Income,Same,More,More,More,Same,Same,More,Same,Same,More,More
5231,20/12/2020,2020,12,N5,Female,Married,Millennials,Self employed/Contractor,Middle Income,Same,More,More,More,More,Same,Same,More,More,Same,More
5232,20/12/2020,2020,12,N25,Female,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Not sure,Not sure,Same,Same,Not sure,Less,Less,More
5233,20/12/2020,2020,12,N5,Male,Married,Millennials,Salaried employee,Middle Income,Same,More,More,More,More,Less,More,Same,Not sure,More,Same
5234,20/12/2020,2020,12,N43,Female,Dating,Millennials,Salaried employee,Low Income,Same,Same,Same,Not sure,Not sure,Same,Same,Same,Same,Same,Same
5235,20/12/2020,2020,12,N35,Female,Single,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Less,Same,Less,Less,Less,Less,More
5236,20/12/2020,2020,12,N5,Male,Married,Baby Boomers,Business owner,Middle Income,Same,More,More,Less,More,More,Same,More,More,More,More
5237,20/12/2020,2020,12,N6,Male,Married,Baby Boomers,Salaried employee,Middle Income,More,More,More,More,More,More,More,More,More,More,More
5238,20/12/2020,2020,12,N35,Male,Married,Millennials,Business owner,Low Income,Same,Same,Same,Same,Less,Same,Less,Less,Less,Less,More
5239,20/12/2020,2020,12,N5,Female,Married,Millennials,Salaried employee,Middle Income,Same,More,More,More,Same,Same,More,Same,Same,More,Same
5240,20/12/2020,2020,12,N5,Female,Married,Millennials,Salaried employee,Middle Income,Same,More,More,Same,Same,More,More,Same,Same,More,Same
5241,20/12/2020,2020,12,N6,Male,Married,Gen X,Salaried employee,Low Income,More,More,More,More,More,More,More,Less,More,More,More
5242,20/12/2020,2020,12,N5,Female,Married,Millennials,Salaried employee,Middle Income,Same,More,More,More,More,Same,Same,More,More,Same,More
5243,20/12/2020,2020,12,N6,Female,Married,Baby Boomers,Business owner,Middle Income,Same,Same,Same,Same,Less,Same,Same,Same,Same,Same,More
5244,20/12/2020,2020,12,N6,Female,Married,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Same,Same,Less,Same,Same,More
5245,20/12/2020,2020,12,N5,Male,Married,Millennials,Salaried employee,Middle Income,Same,More,More,Same,Same,More,Same,More,More,More,Same
5246,20/12/2020,2020,12,N35,Male,Cohabiting,Gen X,Salaried employee,Middle Income,Same,More,Same,Same,Less,Same,Less,Less,Less,Less,More
5247,20/12/2020,2020,12,N35,Female,Single,Millennials,Self employed/Contractor,Middle Income,Same,More,Same,More,Less,Same,Less,Less,Less,Less,More
5248,20/12/2020,2020,12,N35,Female,Dating,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Less,Less,Less,Less,More
5249,20/12/2020,2020,12,N35,Male,Divorced/Separated/Widowed,Gen X,Business owner,Low Income,Same,More,Same,Same,Less,Less,Less,Less,Not sure,Less,More
5250,20/12/2020,2020,12,N35,Male,Single,Millennials,Self employed/Contractor,Low Income,Same,More,Same,Same,Less,Less,Less,Less,Not sure,Less,More
5251,20/12/2020,2020,12,N35,Female,Married,Millennials,Business owner,Middle Income,Same,More,Same,More,Less,Same,Less,Less,Less,Less,More
5252,20/12/2020,2020,12,N35,Male,Dating,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Not sure,Less,Not sure,Less,More
5253,20/12/2020,2020,12,N35,Female,Dating,Millennials,Unemployed,Low Income,Same,More,Same,More,Less,Less,Less,Less,Less,Less,More
5254,20/12/2020,2020,12,N7,Male,Dating,Millennials,Business owner,Middle Income,Less,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less
5255,20/12/2020,2020,12,N7,Female,Cohabiting,Gen X,Unemployed,Middle Income,Same,Less,Same,Not sure,Not sure,Same,Same,Less,Less,Same,Same
5256,20/12/2020,2020,12,N4,Female,Dating,Gen Z,Salaried employee,High Income,More,Same,Same,More,Same,Not sure,Same,More,Not sure,More,More
5257,20/12/2020,2020,12,N26,Female,Married,Millennials,Business owner,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5258,20/12/2020,2020,12,N7,Male,Married,Millennials,Unemployed,Middle Income,Not sure,More,Less,Same,Less,Same,Same,Less,Less,Less,Same
5259,20/12/2020,2020,12,N7,Male,Married,Millennials,Unemployed,Middle Income,Same,Same,Not sure,Not sure,Not sure,Same,Not sure,Less,Less,Same,Same
5260,20/12/2020,2020,12,N7,Male,Dating,Millennials,Unemployed,Middle Income,Same,Same,Same,Not sure,Less,Less,Less,Less,Less,Same,Same
5261,20/12/2020,2020,12,N4,Male,Single,Millennials,Salaried employee,High Income,More,Same,More,More,Same,More,More,Same,More,More,More
5262,20/12/2020,2020,12,N7,Male,Dating,Millennials,Unemployed,Middle Income,Same,Same,Same,Less,Not sure,Same,Same,Less,Same,Same,Same
5263,20/12/2020,2020,12,N7,Male,Dating,Gen X,Salaried employee,Middle Income,Less,Same,Same,Not sure,Less,Less,Less,Less,Less,Same,Same
5264,20/12/2020,2020,12,N7,Female,Married,Millennials,Salaried employee,Middle Income,Same,More,Same,Same,Less,Same,Same,Less,Less,Same,Same
5265,20/12/2020,2020,12,N7,Male,Divorced/Separated/Widowed,Millennials,Salaried employee,Low Income,Same,Same,Same,Not sure,Not sure,Same,Same,Same,Less,Same,Same
5266,20/12/2020,2020,12,N7,Male,Dating,Gen X,Salaried employee,Low Income,Not sure,More,Less,More,Same,More,Same,Less,More,Not sure,More
5267,20/12/2020,2020,12,N47,Female,Married,Millennials,Unemployed,Low Income,Same,Same,Same,Not sure,Not sure,Same,Less,Less,Less,Less,Less
5268,20/12/2020,2020,12,N4,Male,Married,Baby Boomers,Salaried employee,High Income,Same,More,More,More,More,More,Same,More,Same,More,Not sure
5269,20/12/2020,2020,12,N4,Male,Dating,Millennials,Salaried employee,High Income,More,Same,Same,More,Same,More,More,Not sure,More,More,Same
5270,20/12/2020,2020,12,N4,Female,Married,Gen X,Salaried employee,High Income,More,Same,More,Same,More,More,Same,More,More,Same,More
5271,20/12/2020,2020,12,N4,Female,Dating,Millennials,Salaried employee,High Income,More,Same,More,More,More,More,More,Same,Not sure,More,More
5272,20/12/2020,2020,12,N4,Female,Cohabiting,Millennials,Salaried employee,High Income,More,Same,More,More,Same,More,More,Same,More,More,More
5273,20/12/2020,2020,12,N13,Female,Single,Gen Z,Student,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5274,20/12/2020,2020,12,N13,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5275,20/12/2020,2020,12,N26,Male,Single,Millennials,Salaried employee,Low Income,Same,More,Same,Same,Same,Same,Same,Less,Less,Less,Less
5276,20/12/2020,2020,12,N26,Female,Single,Gen Z,Student,Low Income,More,More,Same,Same,Same,Same,Same,Less,Less,Less,Less
5277,20/12/2020,2020,12,N26,Male,Single,Gen X,Salaried employee,Low Income,Same,Same,Same,Same,Less,Less,Same,Same,Less,Less,Same
5278,20/12/2020,2020,12,N13,Male,Single,Millennials,Unemployed,Middle Income,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Same
5279,20/12/2020,2020,12,N26,Male,Single,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less
5280,20/12/2020,2020,12,N17,Male,Dating,Millennials,Salaried employee,Low Income,More,Same,Same,Less,Not sure,Not sure,More,Same,More,Not sure,Same
5281,20/12/2020,2020,12,N17,Female,Single,Millennials,Student,Low Income,Same,More,Same,Same,Less,Same,Same,Same,Same,Same,Same
5282,20/12/2020,2020,12,N17,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Not sure,Same,Same,Not sure,Less,Less,Same
5283,20/12/2020,2020,12,N17,Male,Married,Millennials,Salaried employee,Middle Income,Same,More,Same,Same,Same,More,Same,Same,Less,Same,Same
5284,20/12/2020,2020,12,N17,Male,Dating,Millennials,Salaried employee,Middle Income,Same,Less,Same,Less,Same,Same,Same,Same,Same,Same,Same
5285,20/12/2020,2020,12,N21,Female,Married,Millennials,Salaried employee,Middle Income,Less,More,More,Same,Same,Less,More,Same,Same,Same,Same
5286,20/12/2020,2020,12,N17,Male,Divorced/Separated/Widowed,Baby Boomers,Business owner,Middle Income,Same,Same,Same,Same,Same,More,Same,Same,Same,Less,Same
5287,20/12/2020,2020,12,N21,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,More,Same,Not sure,Same,Same,Same,Same,Same,More
5288,20/12/2020,2020,12,N21,Female,Dating,Millennials,Salaried employee,Middle Income,Same,More,Same,More,Same,Same,More,Less,More,Same,Same
5289,20/12/2020,2020,12,N17,Female,Married,Baby Boomers,Self employed/Contractor,High Income,Same,More,Same,Not sure,Same,Same,Not sure,Not sure,Same,Less,Same
5290,20/12/2020,2020,12,N17,Male,Dating,Gen X,Self employed/Contractor,Middle Income,Same,Less,Same,More,Same,Less,Same,Same,Same,Same,Same
5291,20/12/2020,2020,12,N21,Male,Dating,Millennials,Salaried employee,Middle Income,More,Same,More,Same,Same,More,Same,Same,More,Same,More
5292,20/12/2020,2020,12,N17,Male,Single,Gen Z,Student,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
5293,20/12/2020,2020,12,N21,Male,Married,Gen X,Unemployed,Middle Income,Same,Same,More,Same,More,Same,Same,More,Same,Less,More
5294,20/12/2020,2020,12,N21,Female,Married,Gen X,Salaried employee,High Income,Same,Less,More,Same,Same,More,Same,More,Same,More,Same
5295,20/12/2020,2020,12,N21,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,Less,Not sure,Same,Same,More,Same,More,Same,Same
5296,20/12/2020,2020,12,N21,Male,Married,Millennials,Business owner,High Income,Same,Same,Less,More,Not sure,Not sure,Not sure,More,Same,Same,Same
5297,20/12/2020,2020,12,N21,Female,Dating,Millennials,Salaried employee,Middle Income,Same,Less,More,Same,More,Same,Same,More,More,More,Same
5298,20/12/2020,2020,12,N21,Male,Dating,Millennials,Self employed/Contractor,Middle Income,More,More,Same,Same,Not sure,Same,Same,Same,Same,Same,More
5299,20/12/2020,2020,12,N2,Male,Married,Millennials,Unemployed,Middle Income,More,Same,More,More,More,More,Same,More,Same,More,More
5300,20/12/2020,2020,12,N43,Male,Married,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Less,Less,Less,Less,Same,Less,Same
5301,20/12/2020,2020,12,N31,Male,Dating,Millennials,Salaried employee,Middle Income,Same,Same,More,Same,Not sure,Same,Same,Less,Same,Less,Less
5302,20/12/2020,2020,12,N31,Female,Single,Gen Z,Student,Middle Income,More,More,More,More,Not sure,Same,Same,Less,Same,Same,Same
5303,20/12/2020,2020,12,N31,Female,Dating,Millennials,Self employed/Contractor,High Income,Same,Same,More,More,Not sure,Same,Same,Less,Same,Less,Less
5304,20/12/2020,2020,12,N47,Male,Married,Baby Boomers,Unemployed,Middle Income,Same,Same,Same,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Same,Same
5305,20/12/2020,2020,12,N43,Male,Cohabiting,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less
5306,20/12/2020,2020,12,N37,Male,Married,Millennials,Salaried employee,Low Income,Less,Less,More,Less,Less,Less,Less,Less,Less,Same,More
5307,20/12/2020,2020,12,N47,Female,Single,Gen Z,Student,Middle Income,Same,Same,Same,Not sure,Not sure,Same,Less,Less,Same,Less,Less
5308,20/12/2020,2020,12,N50,Female,Married,Millennials,Salaried employee,Middle Income,Same,More,More,Same,Not sure,Same,Same,Less,Less,Same,More
5309,20/12/2020,2020,12,N50,Male,Dating,Millennials,Salaried employee,Middle Income,More,More,More,Same,Not sure,Same,Same,Less,Same,Same,More
5310,20/12/2020,2020,12,N23,Male,Married,Millennials,Salaried employee,Low Income,Less,Same,Same,Less,More,Not sure,Not sure,More,Same,Same,More
5311,20/12/2020,2020,12,N23,Male,Married,Millennials,Salaried employee,Low Income,Less,Same,Not sure,Not sure,More,More,Same,Same,Same,Less,Less
5312,20/12/2020,2020,12,N14,Male,Dating,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Not sure,Same,Not sure,Less,Not sure,Less,Less
5313,20/12/2020,2020,12,N23,Male,Married,Gen X,Salaried employee,Middle Income,Less,Less,Same,More,Not sure,Not sure,More,Same,Less,Less,Same
5314,20/12/2020,2020,12,N14,Female,Married,Gen X,Business owner,Low Income,Same,Same,Same,Same,Less,Same,Same,Less,Same,Less,Less
5315,20/12/2020,2020,12,N23,Male,Married,Millennials,Business owner,Middle Income,Same,Same,Same,Same,More,More,More,More,More,More,More
5316,20/12/2020,2020,12,N23,Male,Dating,Millennials,Salaried employee,Middle Income,Same,Same,More,More,More,More,More,More,More,More,More
5317,20/12/2020,2020,12,N14,Male,Single,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Less,Same,Same,Less,Less,Less,Less
5318,20/12/2020,2020,12,N50,Female,Married,Millennials,Salaried employee,Middle Income,Same,Same,More,Less,Not sure,Same,Same,Less,Same,Less,Same
5319,20/12/2020,2020,12,N23,Female,Married,Millennials,Unemployed,Middle Income,Less,Less,Same,More,More,Not sure,Not sure,Not sure,Not sure,More,More
5320,20/12/2020,2020,12,N14,Male,Dating,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Not sure,Not sure,Not sure,Less,Not sure,Less,Less
5321,20/12/2020,2020,12,N23,Female,Married,Gen X,Unemployed,High Income,Not sure,Not sure,Not sure,More,More,More,More,More,More,More,More
5322,20/12/2020,2020,12,N47,Female,Married,Gen X,Salaried employee,Middle Income,Same,Same,More,Not sure,Less,Same,Same,Less,Same,Same,Same
5323,20/12/2020,2020,12,N23,Female,Single,Millennials,Student,Low Income,Same,Same,Less,Same,Same,More,More,Not sure,Not sure,More,More
5324,20/12/2020,2020,12,N14,Female,Married,Millennials,Business owner,Low Income,Same,Same,Same,Less,Less,Same,Same,Less,Same,Same,Same
5325,20/12/2020,2020,12,N23,Female,Married,Millennials,Salaried employee,Middle Income,Not sure,Not sure,More,More,Same,Same,Same,Same,Same,Same,Same
