,Period,Location,Marital-status," Personal-Hygiene (eg Soap, toothpaste)",Cleaning-products ,"Fresh-groceries (Fruits, vegetables)",Medicines-Natural-remedies,Alcohol-beverages,Skin-care (eg. Body lotion),Hair-care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime-Data-bundles
2262,11,57,0,0,2,1,1,1,3,1,2,3,2,1
989,6,50,4,1,1,3,3,2,1,3,3,1,3,3
3212,0,69,6,3,3,3,3,2,0,0,0,0,0,1
1759,1,33,4,3,0,3,0,0,3,3,3,0,3,3
6849,7,47,1,1,1,1,3,2,3,3,0,0,0,3
4422,5,29,6,3,1,3,1,2,1,0,1,0,0,1
5479,13,59,6,2,1,2,1,1,1,1,1,2,2,2
1724,1,39,4,3,0,3,2,2,3,0,2,0,0,1
5182,13,26,4,3,3,3,3,3,3,3,3,3,3,3
341,2,22,0,0,0,3,3,3,3,3,3,3,3,3
3701,9,26,6,3,3,3,3,3,3,0,2,2,0,0
4243,5,59,1,1,1,3,3,1,3,2,1,3,3,1
688,12,45,4,3,3,0,0,2,3,0,3,3,3,3
3432,0,33,4,3,0,3,0,3,3,1,1,1,1,1
5203,13,62,3,1,0,1,2,2,3,0,3,3,3,3
4944,3,62,2,3,1,3,3,3,0,0,0,3,3,3
966,12,50,1,3,3,3,0,2,1,1,0,1,1,1
6758,7,57,6,0,1,0,3,3,1,1,2,1,3,1
6470,8,49,4,3,3,3,0,3,3,3,3,3,3,3
2203,11,49,4,1,1,3,0,2,3,3,3,1,1,3
2713,4,42,4,3,3,3,3,3,3,3,3,3,3,3
4757,3,42,5,1,1,1,1,1,1,1,1,1,1,1
5098,13,46,1,1,1,1,2,2,3,3,0,3,3,1
6306,8,64,6,3,3,3,2,0,3,0,0,3,0,3
6548,8,53,4,3,3,3,3,3,3,3,3,3,3,3
5280,13,30,1,1,3,3,0,2,2,1,3,1,2,3
3572,9,29,4,1,3,3,0,2,0,0,3,0,0,1
4805,3,46,5,3,1,3,3,2,3,3,0,3,3,3
5299,13,33,4,1,3,1,1,1,1,3,1,3,1,1
1990,11,62,1,3,1,0,1,1,2,0,1,3,1,0
4120,5,50,3,3,3,1,3,1,3,3,2,3,3,3
4759,3,42,5,3,3,3,3,3,3,3,3,3,3,3
6583,8,44,4,1,3,1,3,1,0,1,3,0,0,0
5298,13,35,1,1,1,3,3,2,3,3,3,3,3,1
6257,8,56,4,1,1,1,1,1,1,1,1,1,1,1
4971,3,64,0,1,3,1,3,2,3,3,0,0,3,3
6782,7,55,1,1,1,3,3,3,3,3,3,3,3,1
5034,3,68,2,0,3,3,0,3,0,0,3,1,3,3
3600,9,39,4,0,0,1,2,0,3,2,2,0,0,1
6533,8,45,6,1,1,1,0,2,0,0,0,0,0,3
7128,7,6,1,1,1,3,3,3,3,3,1,1,3,3
5905,10,33,4,1,3,3,3,1,3,1,1,3,1,3
385,2,29,4,3,0,3,3,2,2,2,2,2,0,3
6248,8,56,1,3,1,1,1,2,2,2,2,2,2,2
6535,8,51,6,0,0,1,2,0,3,2,0,3,3,0
536,12,21,4,3,3,3,3,3,3,2,1,2,1,3
6675,7,64,4,1,1,3,2,2,3,0,0,3,0,3
5032,3,67,7,3,3,3,3,3,3,3,3,3,3,3
4212,5,20,3,1,1,3,1,0,0,0,0,0,3,3
3507,9,34,1,1,0,1,0,3,2,2,1,2,3,1
201,2,49,1,1,1,1,1,1,1,1,1,1,1,1
1332,6,69,4,3,3,3,0,0,0,2,0,2,0,3
3502,9,34,3,3,3,3,1,0,0,2,3,0,3,3
2708,4,65,6,1,1,1,1,0,1,3,0,0,3,0
5031,3,67,3,1,1,1,1,1,1,1,1,1,1,1
4662,3,22,5,3,3,3,3,3,3,3,3,3,3,3
4021,5,36,1,0,0,0,0,0,0,0,0,0,0,0
1854,1,69,3,3,3,0,2,2,3,2,0,2,2,3
6399,8,6,4,3,3,3,3,3,3,2,3,3,3,1
2872,4,69,1,3,3,3,3,2,3,3,3,3,3,3
3030,0,50,1,1,1,1,1,0,0,0,0,0,0,1
1205,6,30,4,3,3,1,3,2,3,1,3,3,3,1
1645,1,50,3,1,1,1,1,2,3,2,2,2,0,1
3417,0,48,1,3,3,3,0,1,0,0,0,0,0,0
3476,0,49,1,1,1,3,1,1,3,3,3,2,3,1
6029,10,32,6,3,3,1,3,3,1,1,1,3,3,3
2861,4,48,6,3,0,0,0,0,0,0,0,0,0,0
1792,1,56,4,0,1,2,3,1,3,1,1,3,3,3
5526,13,30,4,3,3,0,0,3,0,0,0,3,3,3
3797,9,33,4,3,1,3,1,3,3,3,1,3,3,1
3368,0,56,4,3,3,3,3,3,3,1,3,3,3,3
3367,0,56,4,1,1,1,1,3,3,3,1,1,1,1
3533,9,62,1,1,0,3,0,0,2,0,3,3,1,3
6281,8,59,1,3,3,1,0,0,0,0,0,0,0,3
5109,13,63,4,3,1,3,1,1,3,1,3,3,1,3
3449,0,54,1,3,1,3,3,1,1,3,3,3,1,1
603,12,29,6,3,3,3,0,0,3,3,3,3,1,1
3056,0,67,4,3,1,2,3,3,1,2,0,1,2,1
7149,7,6,0,3,3,3,1,3,3,3,2,3,3,3
126,2,36,3,3,3,0,3,0,1,1,3,3,3,3
3876,9,64,1,3,3,2,2,2,3,3,0,0,3,3
2935,4,29,4,1,1,3,0,2,3,3,3,1,3,1
5443,13,24,1,3,1,1,1,1,3,3,1,1,3,1
4451,5,27,3,3,3,3,3,2,3,3,3,3,3,3
3531,9,62,1,2,1,3,3,0,3,1,0,1,3,3
2730,4,51,4,3,3,3,3,0,0,2,2,2,3,3
827,12,41,4,3,2,1,0,1,0,2,0,1,2,0
1639,1,50,6,0,0,0,2,2,2,2,2,2,2,2
984,6,57,4,1,1,1,3,1,3,3,3,3,3,3
3281,0,49,6,3,3,3,3,1,1,1,1,1,3,1
7118,7,14,1,3,3,1,3,3,3,1,3,3,3,1
2188,11,17,4,2,2,2,2,2,2,2,2,2,2,2
6593,8,52,4,3,3,3,3,3,3,3,3,3,3,3
2443,11,35,1,0,0,1,3,0,1,0,3,3,1,3
362,2,67,1,1,3,1,3,3,1,1,3,1,1,1
2349,11,31,3,3,3,3,3,3,3,3,3,3,3,3
345,2,34,6,3,3,3,3,0,1,1,1,1,1,3
814,12,57,4,3,3,3,3,3,3,3,3,3,3,3
4807,3,46,7,3,3,1,3,2,3,3,0,0,0,3
3205,0,62,0,1,0,0,2,1,2,0,1,3,0,1
6635,7,66,1,3,3,3,3,3,3,3,3,3,3,3
6860,7,46,6,0,3,2,3,3,1,3,3,1,2,1
3325,0,51,6,1,1,1,3,2,1,2,2,0,0,3
4106,5,63,4,3,3,3,3,3,3,3,3,3,3,3
6405,8,37,4,3,3,3,3,3,3,3,3,3,3,3
2116,11,27,3,3,3,3,3,2,3,3,3,3,3,3
1834,1,63,4,3,3,3,3,3,3,3,3,3,3,3
793,12,23,4,3,3,3,0,2,0,2,0,3,3,1
7085,7,24,1,1,1,1,3,0,3,0,0,3,3,3
2674,4,27,4,0,0,0,0,0,2,2,0,2,0,0
94,2,39,0,3,0,3,2,2,0,0,0,3,3,3
4225,5,50,3,3,3,3,0,0,2,2,2,2,2,1
3756,9,22,4,3,3,3,3,3,3,3,3,3,3,3
2891,4,56,4,3,3,1,1,1,3,3,3,1,1,1
2371,11,65,4,1,1,3,3,2,3,3,3,0,0,3
5933,10,59,4,3,1,1,1,3,0,3,1,3,1,3
6344,8,12,1,3,2,3,3,3,3,3,3,3,3,3
3228,0,63,4,3,3,3,3,3,3,3,3,3,3,3
6382,8,38,6,3,3,3,3,3,3,3,3,3,3,3
2853,4,22,6,3,3,3,3,3,3,3,3,3,3,3
6624,7,67,4,3,1,3,1,3,0,3,0,0,3,3
2912,4,34,6,3,3,3,3,0,3,0,0,3,0,3
1865,1,22,3,3,3,3,3,3,0,0,0,0,0,3
5754,10,22,4,3,3,3,3,3,3,3,3,3,3,3
4612,3,27,0,3,3,0,0,2,0,0,0,3,0,0
1857,1,46,4,3,3,3,0,0,0,0,0,0,0,0
2645,4,62,1,1,0,2,2,1,2,3,0,2,0,1
2243,11,45,4,3,3,3,2,2,3,3,0,0,0,3
5373,13,58,4,3,3,3,3,2,3,3,3,3,3,3
2336,11,62,1,1,1,3,2,2,0,1,3,3,2,2
950,12,45,4,3,3,1,0,2,3,3,3,3,3,3
3068,0,22,1,3,3,3,3,3,3,3,3,3,3,3
1120,6,26,4,3,3,3,3,0,0,0,0,0,0,3
2597,4,30,4,3,3,3,1,1,3,3,3,1,3,3
2204,11,21,6,1,1,1,3,1,3,1,1,1,3,3
419,2,35,0,3,3,3,3,3,3,3,3,3,3,3
922,12,56,4,0,3,1,1,3,3,3,1,1,1,3
1254,6,49,4,1,1,3,3,3,1,1,3,1,1,1
477,2,30,1,3,3,0,2,3,0,2,3,2,2,3
2035,11,22,4,0,0,0,0,0,0,0,0,0,0,0
6588,8,52,4,3,3,3,3,3,3,3,3,3,3,3
5788,10,55,4,1,1,1,1,1,1,1,1,1,1,1
5742,10,22,4,3,3,3,3,3,3,3,3,3,3,3
5567,13,47,6,1,1,1,2,2,0,0,0,2,0,0
1202,6,48,4,3,3,3,0,2,3,3,0,3,3,3
2626,4,31,3,1,1,0,2,2,0,0,0,2,0,3
5765,10,26,6,3,3,3,3,0,0,0,0,0,0,1
6889,7,33,4,1,1,3,3,3,1,3,1,3,3,1
1970,1,34,1,1,3,3,3,0,3,0,0,0,3,0
3110,0,58,4,3,3,3,3,0,0,0,0,0,3,3
4018,5,65,4,1,1,3,3,2,3,3,3,0,0,3
2151,11,45,4,3,3,0,3,2,0,0,2,0,0,0
3687,9,42,1,3,3,3,3,0,0,0,0,3,3,3
4916,3,59,7,3,3,3,0,0,3,3,0,0,0,0
1997,11,48,6,3,3,0,3,3,3,0,3,3,0,0
4033,5,48,4,3,1,1,3,3,0,1,1,3,1,3
7020,7,30,4,3,3,1,1,2,3,2,3,3,2,3
3054,0,67,1,1,1,1,1,1,2,2,2,1,1,3
1248,6,46,4,3,0,3,0,0,0,2,0,3,0,3
2192,11,65,4,1,1,3,3,3,3,3,3,0,0,3
2712,4,42,0,0,3,2,1,0,1,1,1,1,1,1
992,6,57,4,3,3,3,3,2,3,3,0,3,0,3
2190,11,23,4,3,1,1,0,2,3,0,0,0,0,3
4670,3,22,2,3,3,3,3,3,3,3,3,3,3,3
5142,13,33,4,1,3,1,3,1,1,1,1,3,1,3
3762,9,22,0,3,3,3,3,3,3,3,3,3,3,3
3597,9,48,1,3,0,0,0,0,0,0,0,0,0,0
4711,3,38,7,1,1,1,3,1,3,3,1,3,3,1
1318,6,24,4,3,3,1,3,2,3,3,3,0,3,3
1863,1,45,4,3,3,3,2,2,3,0,3,3,3,1
2343,11,64,1,3,3,3,0,2,3,3,0,3,3,1
2449,11,42,4,3,3,3,3,3,3,3,3,3,3,3
2136,11,25,4,3,0,3,2,2,1,1,0,1,1,1
1065,6,58,0,3,3,1,3,3,0,0,0,0,3,3
5868,10,51,1,2,2,2,2,2,2,2,2,2,2,2
7103,7,23,4,3,3,3,2,2,3,0,2,0,0,1
4227,5,25,6,0,0,3,3,3,0,0,0,0,0,3
2621,4,41,3,2,3,1,3,2,1,3,3,3,1,3
77,2,65,4,3,3,3,3,2,0,0,0,0,0,3
2898,4,56,4,0,3,1,1,1,1,1,1,3,3,3
4820,3,48,5,1,1,1,2,2,2,2,0,2,0,0
1314,6,25,4,3,3,3,3,3,3,3,3,3,3,3
5947,10,35,4,1,1,3,1,3,3,3,1,0,3,1
6251,8,56,4,3,1,1,1,1,1,1,1,1,1,2
872,12,25,4,3,3,3,2,2,3,3,0,3,3,3
3850,9,35,1,0,3,3,3,3,1,3,0,1,1,1
5468,13,57,0,2,1,1,1,2,0,2,3,1,3,1
5951,10,35,4,0,3,1,3,3,3,1,3,1,3,3
6844,7,47,0,1,1,1,2,1,2,2,3,2,3,0
2965,0,26,4,3,3,3,3,0,3,0,0,3,0,3
3391,0,27,4,3,3,3,3,0,3,3,3,0,3,3
5415,13,38,4,3,1,1,1,3,3,3,1,3,3,1
2560,4,42,4,3,3,3,3,0,0,0,0,0,0,0
7011,7,32,1,3,3,3,3,3,3,3,3,3,1,1
2635,4,39,4,3,3,3,0,2,3,2,2,0,0,3
5256,13,54,1,1,3,3,1,3,2,3,1,2,1,1
3530,9,62,1,1,0,3,2,3,3,3,2,3,3,3
375,2,21,3,0,0,1,2,1,0,0,1,0,1,1
1908,1,21,0,3,1,3,0,1,1,2,2,1,3,1
4429,5,49,4,3,3,3,3,3,3,3,3,3,3,3
6195,8,34,3,0,1,3,1,1,1,3,1,1,3,1
6260,8,56,4,3,1,1,1,1,1,1,1,1,1,1
4027,5,34,6,3,3,0,2,1,3,0,0,0,3,0
1604,1,68,6,3,3,0,3,0,3,3,0,1,0,3
1118,6,67,0,3,3,1,0,1,3,3,3,3,1,1
3677,9,63,4,3,3,3,1,1,1,3,3,3,3,3
3490,9,34,4,3,3,0,0,0,0,0,2,0,3,1
6959,7,37,1,3,3,1,1,2,2,2,1,1,1,1
2958,4,21,0,3,1,2,1,1,1,2,2,1,2,2
1994,11,24,4,3,1,1,3,3,0,3,3,3,3,3
7098,7,23,6,3,3,3,2,2,3,3,2,0,3,3
6224,8,34,4,1,3,1,1,1,2,2,1,1,1,1
2376,11,56,4,0,3,1,2,1,1,2,2,1,1,1
6554,8,53,1,3,3,3,3,3,3,3,3,3,3,3
1342,6,27,4,3,3,1,0,0,3,3,0,3,3,3
320,2,41,4,3,1,1,2,0,2,0,3,3,1,3
1619,1,50,6,1,1,1,1,0,3,3,0,3,3,1
3713,9,22,0,3,3,3,3,3,3,3,3,3,3,3
6551,8,53,6,3,3,3,3,3,3,3,3,3,3,3
2060,11,67,4,3,3,1,3,3,3,0,0,3,1,1
2219,11,65,6,1,1,3,3,2,3,3,3,3,0,3
1673,1,64,4,3,0,3,0,2,0,2,0,0,0,3
260,2,61,4,3,3,3,3,2,3,3,0,3,3,3
6487,8,46,6,1,1,1,0,2,3,3,2,3,3,1
2039,11,27,4,3,3,3,3,3,2,0,3,0,0,0
4785,3,33,5,1,3,3,1,1,3,1,3,3,3,1
901,12,22,6,3,0,3,3,3,3,3,0,3,0,1
3744,9,29,6,3,3,1,0,2,1,3,3,3,0,3
2026,11,35,4,3,0,3,3,3,0,0,3,3,1,3
4234,5,50,3,1,1,1,1,1,2,2,2,2,3,1
1917,1,39,4,0,3,3,2,2,0,2,2,3,0,3
1828,1,39,4,3,3,3,2,2,3,0,0,0,0,3
1573,1,63,4,3,3,3,3,3,3,3,3,3,3,3
4415,5,32,1,3,1,1,3,3,3,3,1,1,1,3
4749,3,41,2,3,1,3,0,2,0,2,2,2,0,1
6282,8,59,1,3,3,1,2,2,0,0,0,3,3,0
4654,3,22,0,3,3,3,3,3,3,3,3,3,3,3
4208,5,20,3,1,1,1,3,0,0,0,0,0,3,3
4627,3,29,5,1,1,1,1,2,1,0,3,0,0,1
224,2,56,4,3,1,3,1,1,3,3,3,1,1,1
723,12,27,4,0,0,0,0,0,2,2,3,2,2,3
6421,8,27,1,3,3,3,3,2,3,3,3,3,3,3
1141,6,65,4,3,3,3,3,0,0,0,0,0,0,3
5529,13,51,6,0,2,0,0,2,2,2,2,2,2,2
5764,10,67,0,3,1,1,1,3,3,0,1,3,3,3
5554,13,40,6,3,3,3,0,0,0,0,3,3,3,3
6790,7,44,4,1,1,1,1,1,1,1,1,1,1,1
2762,4,64,6,3,3,3,0,2,3,0,0,3,0,0
846,12,69,4,3,3,3,0,2,3,2,0,2,0,3
4289,5,67,1,3,3,1,1,3,1,1,3,3,3,3
5560,13,49,6,3,3,3,3,3,3,3,3,3,3,3
5042,3,68,2,3,3,3,3,3,1,3,0,1,3,3
2551,4,34,4,1,1,1,1,1,1,1,3,0,3,3
5725,10,30,1,3,1,3,2,2,1,3,1,3,1,3
2928,4,67,4,3,3,0,2,0,3,2,0,0,3,3
117,2,25,0,3,3,3,3,3,3,3,3,0,0,3
645,12,33,4,3,1,1,3,3,3,1,1,3,3,1
5966,10,41,1,1,3,3,3,3,3,3,3,3,3,3
3,2,34,4,1,1,3,3,2,3,3,3,3,3,3
4170,5,64,6,3,3,1,3,2,3,2,0,0,0,1
5851,10,51,0,2,1,1,1,1,2,1,2,2,1,1
467,2,29,1,3,3,3,0,2,3,3,3,0,3,1
5,2,24,4,1,1,1,3,2,3,1,3,3,3,3
5342,13,34,3,3,1,1,2,2,2,1,2,3,1,3
919,12,56,4,0,0,3,0,0,3,3,3,3,0,0
2595,4,35,4,1,1,3,3,3,1,0,1,3,3,1
4324,5,35,4,0,0,3,3,3,3,3,3,3,0,0
1063,6,24,4,3,3,1,1,2,2,2,0,2,3,3
2590,4,57,1,1,1,1,3,3,3,0,3,2,1,1
242,2,56,4,3,1,1,3,3,1,1,1,3,1,1
6232,8,24,4,3,3,1,0,2,0,0,0,0,0,3
1160,6,56,4,3,3,3,3,3,3,3,3,3,3,3
2870,4,36,6,0,0,3,0,0,2,2,3,2,0,3
3735,9,54,1,0,1,3,2,3,0,3,1,3,1,0
7074,7,25,4,3,1,3,0,0,3,3,0,3,3,3
2397,11,27,1,3,3,3,3,0,3,3,3,3,3,0
3517,9,41,1,1,3,1,2,0,3,1,3,1,3,1
3421,0,48,4,3,3,3,3,3,0,0,0,0,0,0
2563,4,54,4,0,1,3,3,1,1,3,1,3,1,3
5622,10,41,4,1,0,3,0,3,2,3,1,3,1,1
1605,1,50,4,1,1,1,1,2,3,3,2,0,3,1
6902,7,42,4,1,1,1,1,1,1,1,1,1,1,1
2324,11,39,4,3,1,3,2,2,3,0,3,3,3,1
2709,4,42,6,3,3,1,1,1,1,1,1,3,3,3
6289,8,22,4,3,3,3,3,3,3,3,3,3,3,3
1312,6,35,4,3,3,3,3,0,3,3,3,3,3,3
3448,0,54,0,3,3,3,1,3,3,0,0,3,0,3
3812,9,42,4,3,3,3,3,3,3,3,3,3,3,3
6085,8,65,4,3,3,3,1,0,0,3,3,3,3,3
6654,7,65,6,1,1,1,3,0,3,3,0,3,3,1
2362,11,64,1,3,3,3,0,2,3,2,3,3,3,3
1975,1,29,6,2,2,2,2,2,2,2,3,0,3,3
3514,9,41,1,1,3,3,0,1,2,2,0,2,2,1
1761,1,39,4,3,3,3,2,2,3,0,0,3,0,3
5401,13,68,4,1,1,1,1,1,1,1,0,0,3,3
2739,4,63,4,3,3,3,3,3,3,3,3,3,3,3
5637,10,62,4,1,3,1,3,3,2,3,1,1,3,1
6663,7,63,4,3,1,1,1,1,3,1,3,3,1,3
2472,11,31,3,3,3,3,3,3,3,3,0,0,0,0
4007,5,36,4,0,0,0,0,0,0,0,0,0,0,0
4718,3,39,7,3,3,3,2,2,2,3,2,3,3,3
1493,1,39,4,3,3,3,0,2,3,0,0,3,3,1
4206,5,25,4,3,3,1,0,2,3,3,0,0,3,1
2158,11,21,4,3,1,3,1,1,3,0,3,3,0,3
1169,6,21,4,0,3,1,3,1,3,1,1,2,1,3
6464,8,40,4,3,3,1,3,1,1,2,2,1,1,3
232,2,61,3,0,0,0,1,2,0,0,0,0,0,0
66,2,68,4,3,3,3,3,3,3,3,3,3,3,3
1603,1,46,6,0,0,0,0,2,0,2,2,0,0,0
3283,0,49,4,3,3,0,0,3,0,0,0,0,3,3
3596,9,26,4,3,3,3,3,3,3,3,3,3,3,3
4632,3,30,7,3,3,3,1,3,3,3,0,2,3,3
125,2,25,6,3,3,3,0,0,1,1,1,1,1,1
5350,13,34,1,3,3,3,3,1,3,1,2,3,1,3
1296,6,23,4,1,3,3,0,2,0,0,2,0,0,3
1976,1,29,6,2,2,2,2,2,3,3,1,3,3,1
6465,8,40,4,3,3,0,3,3,0,0,3,3,3,0
6416,8,2,4,3,3,3,3,3,3,3,3,1,3,3
2075,11,58,6,1,1,3,3,0,3,0,0,0,0,0
4580,3,25,5,3,3,3,3,3,1,1,1,1,1,1
5750,10,22,1,3,3,3,3,3,3,3,3,3,3,3
6759,7,56,4,3,1,1,1,1,1,1,1,1,3,3
3086,0,58,6,3,0,3,0,2,0,0,0,0,3,3
6211,8,63,4,3,1,1,1,1,3,1,3,3,1,3
3345,0,25,6,3,3,3,3,3,3,3,3,3,3,3
6394,8,38,1,3,3,3,3,3,3,3,3,3,3,3
5870,10,51,4,2,2,2,2,2,2,2,2,2,2,2
2797,4,50,6,3,0,0,2,2,0,2,2,2,0,3
918,12,56,4,0,3,3,1,3,3,1,3,1,1,3
1646,1,35,4,0,3,3,2,0,3,3,0,1,3,3
5122,13,54,1,2,1,1,1,1,3,2,1,3,1,3
5126,13,58,1,3,3,3,3,3,2,2,3,3,3,3
4978,3,64,5,1,3,1,2,2,3,3,0,1,3,3
5431,13,27,1,3,3,3,3,0,3,3,0,3,3,3
4621,3,29,5,1,1,1,1,2,3,0,1,0,3,1
364,2,41,6,3,3,0,1,1,0,0,0,2,2,2
3287,0,27,4,3,0,3,0,3,3,3,0,3,3,3
2125,11,34,4,0,3,1,3,1,2,3,1,3,1,3
4123,5,60,4,3,3,3,3,3,3,3,3,3,3,3
4569,3,24,5,3,1,3,3,1,3,3,3,3,3,3
525,12,58,1,0,0,3,3,3,2,2,2,3,0,3
4821,3,48,3,1,1,1,2,2,2,2,0,2,0,0
55,2,24,4,0,3,1,3,1,0,3,1,0,1,3
638,12,41,1,1,1,3,0,3,0,0,3,0,3,1
302,2,26,4,3,3,3,0,0,3,3,0,3,3,3
2766,4,31,6,1,1,1,1,1,1,1,2,2,0,3
5811,10,64,0,1,1,1,2,2,3,1,0,3,3,1
1276,6,54,4,3,3,0,0,2,0,0,2,0,0,3
6703,7,62,1,3,1,1,1,3,0,3,3,3,3,3
4720,3,39,5,3,3,3,2,2,3,3,2,3,2,1
2055,11,63,4,1,1,3,3,0,0,0,0,0,3,3
5376,13,61,4,3,3,3,2,2,0,0,0,0,0,3
5145,13,33,4,1,3,1,1,3,2,1,3,2,1,1
4432,5,49,0,3,3,3,0,3,0,0,0,2,0,1
3644,9,27,4,3,3,3,1,3,3,3,3,3,3,1
4143,5,60,1,3,3,3,3,3,3,3,3,3,3,1
2878,4,69,0,3,3,2,0,0,2,2,0,2,0,3
4202,5,22,4,0,0,0,3,3,3,3,3,3,3,3
5175,13,39,6,3,3,0,2,2,3,3,2,3,3,3
2286,11,63,4,1,1,1,3,0,0,0,0,3,3,3
2261,11,67,4,0,3,3,3,2,3,3,1,3,3,3
5240,13,63,4,3,1,1,3,3,1,1,3,3,1,3
2296,11,57,1,0,3,2,0,1,1,3,1,0,1,1
5932,10,59,6,1,3,3,3,3,1,3,1,1,3,1
1753,1,56,4,0,3,1,3,1,1,1,3,3,3,3
5197,13,62,1,3,0,1,2,2,3,1,3,3,1,1
1968,1,26,1,3,0,0,0,0,0,0,0,0,0,0
6219,8,34,6,3,3,3,3,2,2,1,3,1,3,1
3117,0,50,6,0,0,0,0,2,2,2,2,2,2,3
2393,11,36,4,0,3,3,3,0,3,3,3,3,3,1
523,12,68,1,3,3,3,3,3,3,3,3,3,3,3
5524,13,51,6,1,3,3,0,0,0,0,0,0,0,0
3900,9,54,4,3,0,3,3,1,1,3,3,0,3,1
6980,7,35,3,3,3,0,3,0,0,0,0,3,3,1
4699,3,36,5,0,3,0,0,0,0,0,0,0,0,0
5585,10,22,4,3,3,3,3,3,3,3,3,3,3,3
6384,8,38,6,3,3,3,3,3,3,3,3,3,3,3
3122,0,26,6,3,3,3,3,3,0,0,0,0,0,3
4156,5,22,3,3,3,1,1,1,1,1,1,1,1,1
1969,1,63,4,3,3,3,3,3,3,3,3,3,3,3
671,12,29,4,1,1,1,2,0,3,3,0,3,3,1
4188,5,20,1,1,3,3,1,0,1,0,0,0,0,0
666,12,63,4,3,3,3,3,3,3,3,3,3,3,3
6201,8,34,1,0,0,3,2,1,2,3,1,3,1,3
1887,1,39,4,0,1,3,0,2,0,2,2,3,0,3
3266,0,69,4,3,3,3,2,0,0,0,0,0,0,1
280,2,29,4,3,3,3,0,2,3,3,0,1,3,1
1719,1,27,1,3,3,0,0,0,3,3,3,0,3,0
2947,4,68,1,3,3,3,3,2,1,1,1,1,3,3
4455,5,64,4,1,1,1,1,2,3,3,3,3,3,3
899,12,27,6,0,3,3,0,2,2,2,0,0,0,0
6031,10,32,1,3,1,1,3,3,1,1,1,3,3,3
6936,7,39,4,3,3,1,2,2,3,3,2,3,3,1
6090,8,63,4,3,1,1,1,1,3,1,3,3,1,3
760,12,62,1,3,2,3,0,1,0,2,3,3,2,3
1906,1,36,3,0,3,3,3,0,3,0,3,3,3,3
4042,5,48,6,1,0,0,0,2,2,3,0,0,0,0
3823,9,38,0,3,3,3,3,2,3,3,1,3,0,0
4138,5,36,4,0,0,0,0,0,0,0,0,0,3,3
3818,9,42,4,3,3,1,3,3,3,3,3,3,3,3
4300,5,69,6,3,3,3,2,2,3,3,3,2,0,3
5569,13,47,4,1,1,1,0,0,0,0,0,2,0,0
6196,8,55,1,1,3,3,3,3,3,3,3,3,3,3
2593,4,54,0,1,1,3,1,2,1,1,3,1,1,3
4164,5,22,4,3,3,3,3,3,3,3,3,3,3,3
3031,0,26,6,0,0,0,0,0,0,0,0,0,0,0
5971,10,40,4,0,3,3,0,3,3,3,3,3,0,0
3579,9,39,4,3,3,1,0,2,3,0,0,3,0,1
2832,4,22,3,3,1,1,3,2,1,1,3,1,3,3
5449,13,24,0,0,3,1,1,3,1,3,3,3,1,0
3472,0,45,6,3,3,3,2,2,3,3,2,3,3,3
137,2,21,6,0,0,0,3,2,1,1,1,0,0,0
4892,3,57,7,0,1,3,1,1,1,0,3,3,2,3
2180,11,22,1,3,3,3,3,3,3,3,3,3,3,3
2128,11,35,4,1,3,3,1,0,3,3,3,3,3,3
3177,0,50,4,3,3,3,3,3,3,3,3,3,3,3
4854,3,51,2,3,1,3,1,2,2,3,1,3,1,1
4637,3,30,2,3,3,3,1,2,3,3,0,3,3,1
5115,13,67,4,1,3,1,1,1,1,3,3,3,1,3
6750,7,57,1,3,1,2,3,0,1,3,0,3,1,3
4261,5,20,1,1,3,3,1,3,3,3,0,3,3,3
4344,5,27,1,3,3,3,3,0,0,0,0,2,0,3
1331,6,69,0,3,3,0,2,2,0,2,0,2,0,3
2017,11,21,4,1,3,3,1,2,1,0,3,3,3,3
4542,5,42,1,3,3,3,3,3,3,3,3,3,3,3
2482,11,57,6,0,3,1,1,1,2,1,3,2,1,3
1358,6,30,4,3,3,3,3,3,3,3,3,3,3,3
6241,8,39,4,3,3,3,2,2,3,3,2,3,3,3
1329,6,68,4,3,3,3,0,3,3,3,3,3,2,1
7052,7,27,4,3,3,3,3,2,2,2,3,2,0,3
2150,11,45,1,3,0,0,2,2,3,3,3,3,3,3
4530,5,43,6,0,3,2,3,0,3,1,2,3,0,3
2122,11,64,4,3,3,3,0,0,0,0,0,0,3,3
4673,3,34,5,0,3,1,3,0,3,3,0,0,0,0
3981,9,24,6,1,1,3,1,3,3,3,3,3,3,3
1252,6,35,3,1,3,1,3,3,3,3,0,0,0,0
3278,0,49,0,3,3,3,3,3,3,3,0,0,3,3
3374,0,31,4,3,3,3,3,3,3,3,3,3,3,3
2814,4,58,3,1,1,1,1,2,3,0,0,0,0,0
4719,3,39,5,0,3,3,2,2,0,0,2,0,0,3
1848,1,22,4,3,3,3,3,2,3,3,3,3,3,3
4858,3,51,7,0,3,0,1,1,0,0,3,1,1,3
3037,0,59,4,1,1,3,3,2,3,3,3,3,0,3
388,2,46,4,3,3,0,0,2,0,0,0,0,0,3
235,2,22,1,1,1,1,1,1,1,1,1,1,1,1
1077,6,49,1,3,3,3,0,2,3,3,3,0,1,1
1984,1,57,1,3,1,0,3,2,1,1,1,1,3,1
